sub_disease_name,section_name,parent_disease_name,level
Postoperative Complications,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Pressure Ulcer,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Psoriatic Arthritis,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Rhabdomyolysis,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Rheumatoid Arthritis,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Rheumatoid Arthritis (Ra),ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Rheumatoid Arthritis And Inflammatory Connective Tissue Disease,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Right Unilateral Amputation,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Spasticity And Neck Pain,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Statin Muscle Symptoms,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Tendinitis,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Tendon Rupture,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Trauma-Related Neck Pain,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Traumatic Amputations,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Unilateral Amputation,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Vertebra Fracture,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Weakness,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue,1
Diseases and disorders of the musculoskeletal system and connective tissue / Diseases and disorders of the nervous system,ProblemsDim,,0
Neuromuscular Disorder,ProblemsDim,Diseases and disorders of the musculoskeletal system and connective tissue / Diseases and disorders of the nervous system,1
Diseases and disorders of the nervous system,ProblemsDim,,0
Bulbar Onset Lateral Sclerosis,ProblemsDim,Diseases and disorders of the nervous system,1
Acute Brain Spinal Injury,ProblemsDim,Diseases and disorders of the nervous system,1
Acute Cerebellar Syndrome,ProblemsDim,Diseases and disorders of the nervous system,1
Alzheimer Disease,ProblemsDim,Diseases and disorders of the nervous system,1
Alzheimer Related Dementia,ProblemsDim,Diseases and disorders of the nervous system,1
Alzheimer's Disease,ProblemsDim,Diseases and disorders of the nervous system,1
Amyotrophic Lateral Sclerosis,ProblemsDim,Diseases and disorders of the nervous system,1
Amytrophic Lateral Sclerosis,ProblemsDim,Diseases and disorders of the nervous system,1
Anomaly Of Central Nervous System,ProblemsDim,Diseases and disorders of the nervous system,1
Anorexic Damage,ProblemsDim,Diseases and disorders of the nervous system,1
Anoxic Brain Damage / Ischemic Brain Injury / Anoxic Encephalopathy,ProblemsDim,Diseases and disorders of the nervous system,1
Autistic Disorder,ProblemsDim,Diseases and disorders of the nervous system,1
Bacterial Meningitis,ProblemsDim,Diseases and disorders of the nervous system,1
Brain Damage,ProblemsDim,Diseases and disorders of the nervous system,1
Central Nervous System (Cns) Infections,ProblemsDim,Diseases and disorders of the nervous system,1
Cerebral Palsy,ProblemsDim,Diseases and disorders of the nervous system,1
Cerebrospinal Fluid Leak,ProblemsDim,Diseases and disorders of the nervous system,1
Cervical Spinal Lesion,ProblemsDim,Diseases and disorders of the nervous system,1
Charcot-Marie-Tooth (Cmt) Syndrome,ProblemsDim,Diseases and disorders of the nervous system,1
Chills,ProblemsDim,Diseases and disorders of the nervous system,1
Cholinergic Crisis,ProblemsDim,Diseases and disorders of the nervous system,1
Cns Infection,ProblemsDim,Diseases and disorders of the nervous system,1
Cognitive Decline,ProblemsDim,Diseases and disorders of the nervous system,1
Cognitive Impairment,ProblemsDim,Diseases and disorders of the nervous system,1
Coma,ProblemsDim,Diseases and disorders of the nervous system,1
"Coma, Anorexic Damage",ProblemsDim,Diseases and disorders of the nervous system,1
Confusion,ProblemsDim,Diseases and disorders of the nervous system,1
Congenital Disorders,ProblemsDim,Diseases and disorders of the nervous system,1
Consciousness,ProblemsDim,Diseases and disorders of the nervous system,1
Cranial Nerve Palsies,ProblemsDim,Diseases and disorders of the nervous system,1
Degenerative Neurological Disorder,ProblemsDim,Diseases and disorders of the nervous system,1
Dementia,ProblemsDim,Diseases and disorders of the nervous system,1
Diabetic Neuropathy,ProblemsDim,Diseases and disorders of the nervous system,1
Disorientation,ProblemsDim,Diseases and disorders of the nervous system,1
Dorsal Spinal Lesion,ProblemsDim,Diseases and disorders of the nervous system,1
Drowsy,ProblemsDim,Diseases and disorders of the nervous system,1
Dysesthesia,ProblemsDim,Diseases and disorders of the nervous system,1
"Encephalitis, Meningitis",ProblemsDim,Diseases and disorders of the nervous system,1
Encephalopathy,ProblemsDim,Diseases and disorders of the nervous system,1
Epilepsy,ProblemsDim,Diseases and disorders of the nervous system,1
Fasciculation,ProblemsDim,Diseases and disorders of the nervous system,1
Fever,ProblemsDim,Diseases and disorders of the nervous system,1
Functional Impairment,ProblemsDim,Diseases and disorders of the nervous system,1
Guillain Barre Syndrome,ProblemsDim,Diseases and disorders of the nervous system,1
Hemiplegia,ProblemsDim,Diseases and disorders of the nervous system,1
Hemiplegia Hemiparesis,ProblemsDim,Diseases and disorders of the nervous system,1
"Hemiplegia/Paraplegia/Quadriplegia / 
Upper Motor Neuron And Lower Motor Neurons Lesion / Traumatic Brain Injury",ProblemsDim,Diseases and disorders of the nervous system,1
Huntington Disease,ProblemsDim,Diseases and disorders of the nervous system,1
Hydrocephalus,ProblemsDim,Diseases and disorders of the nervous system,1
Hypoesthesia,ProblemsDim,Diseases and disorders of the nervous system,1
Hypothermia,ProblemsDim,Diseases and disorders of the nervous system,1
Infection Of Central Nervous System,ProblemsDim,Diseases and disorders of the nervous system,1
Intracerebral Sarcoidosis,ProblemsDim,Diseases and disorders of the nervous system,1
Language Problem,ProblemsDim,Diseases and disorders of the nervous system,1
Lethargy,ProblemsDim,Diseases and disorders of the nervous system,1
Leukoencephalopathy,ProblemsDim,Diseases and disorders of the nervous system,1
Lumbosacral Radiculopathy,ProblemsDim,Diseases and disorders of the nervous system,1
Mass Lesion Brain,ProblemsDim,Diseases and disorders of the nervous system,1
Meningitis,ProblemsDim,Diseases and disorders of the nervous system,1
Migraine,ProblemsDim,Diseases and disorders of the nervous system,1
Minimal Conscience,ProblemsDim,Diseases and disorders of the nervous system,1
Monoplegia,ProblemsDim,Diseases and disorders of the nervous system,1
Monoplegia Paralytic Syndromes,ProblemsDim,Diseases and disorders of the nervous system,1
Motor Neuropathy,ProblemsDim,Diseases and disorders of the nervous system,1
Multiple Sclerosis,ProblemsDim,Diseases and disorders of the nervous system,1
Myasthenia Gravis,ProblemsDim,Diseases and disorders of the nervous system,1
Nerve Pain,ProblemsDim,Diseases and disorders of the nervous system,1
Neuritis,ProblemsDim,Diseases and disorders of the nervous system,1
Neurodegenerative Disease,ProblemsDim,Diseases and disorders of the nervous system,1
Neurodegenerative Disorder,ProblemsDim,Diseases and disorders of the nervous system,1
Neurologic Impairment,ProblemsDim,Diseases and disorders of the nervous system,1
Neurological Conditions,ProblemsDim,Diseases and disorders of the nervous system,1
Neurological Disorder,ProblemsDim,Diseases and disorders of the nervous system,1
Neurological Disturbance,ProblemsDim,Diseases and disorders of the nervous system,1
Neuropathy,ProblemsDim,Diseases and disorders of the nervous system,1
Neurotoxicity,ProblemsDim,Diseases and disorders of the nervous system,1
Numbness,ProblemsDim,Diseases and disorders of the nervous system,1
Other Malaise,ProblemsDim,Diseases and disorders of the nervous system,1
Paralysis,ProblemsDim,Diseases and disorders of the nervous system,1
Paraplegia,ProblemsDim,Diseases and disorders of the nervous system,1
Paresis,ProblemsDim,Diseases and disorders of the nervous system,1
Paresthesia,ProblemsDim,Diseases and disorders of the nervous system,1
"Parkinson , Huntington Disease",ProblemsDim,Diseases and disorders of the nervous system,1
"Parkinson Disease, Sclerosis, Huntington",ProblemsDim,Diseases and disorders of the nervous system,1
Parkinsonism,ProblemsDim,Diseases and disorders of the nervous system,1
Peripheral Neuritis,ProblemsDim,Diseases and disorders of the nervous system,1
Peripheral Neuropathy,ProblemsDim,Diseases and disorders of the nervous system,1
Persistent Vegetative State,ProblemsDim,Diseases and disorders of the nervous system,1
Postherpetic Neuralgia,ProblemsDim,Diseases and disorders of the nervous system,1
Post-Traumatic Amnesia (Pta),ProblemsDim,Diseases and disorders of the nervous system,1
Post-Traumatic Seizures,ProblemsDim,Diseases and disorders of the nervous system,1
Progressive Neurologic Disorders,ProblemsDim,Diseases and disorders of the nervous system,1
Quadriplegia,ProblemsDim,Diseases and disorders of the nervous system,1
Restless Leg Syndrome,ProblemsDim,Diseases and disorders of the nervous system,1
Restless Legs Syndrome (Rls),ProblemsDim,Diseases and disorders of the nervous system,1
Rigor,ProblemsDim,Diseases and disorders of the nervous system,1
Sciatica,ProblemsDim,Diseases and disorders of the nervous system,1
Sclerosis,ProblemsDim,Diseases and disorders of the nervous system,1
Seizures,ProblemsDim,Diseases and disorders of the nervous system,1
"Seizures, Convulsions",ProblemsDim,Diseases and disorders of the nervous system,1
Sensory Neuropathy,ProblemsDim,Diseases and disorders of the nervous system,1
Severe Dementia,ProblemsDim,Diseases and disorders of the nervous system,1
Short-Term Memory Deficits,ProblemsDim,Diseases and disorders of the nervous system,1
Slurred Speech,ProblemsDim,Diseases and disorders of the nervous system,1
Spinal Cord Disorders,ProblemsDim,Diseases and disorders of the nervous system,1
Spinal Fusion,ProblemsDim,Diseases and disorders of the nervous system,1
Spinal Injuries,ProblemsDim,Diseases and disorders of the nervous system,1
Spinal Stenosis,ProblemsDim,Diseases and disorders of the nervous system,1
Traumatic Injury,ProblemsDim,Diseases and disorders of the nervous system,1
Trigeminal Neuralgia,ProblemsDim,Diseases and disorders of the nervous system,1
Vertebral Fractures Without Spinal Cord Injury,ProblemsDim,Diseases and disorders of the nervous system,1
Diseases and disorders of the nervous system / Diseases and disorders of the circulatory system,ProblemsDim,,0
Dizziness,ProblemsDim,Diseases and disorders of the nervous system / Diseases and disorders of the circulatory system,1
Unconsciousness,ProblemsDim,Diseases and disorders of the nervous system / Diseases and disorders of the circulatory system,1
Diseases and disorders of the nervous system / Diseases and disorders of the musculoskeletal system and connective tissue,ProblemsDim,,0
Dysarthria,ProblemsDim,Diseases and disorders of the nervous system / Diseases and disorders of the musculoskeletal system and connective tissue,1
Diseases and disorders of the respiratory system,ProblemsDim,,0
Active Tuberculosis (TB),ProblemsDim,Diseases and disorders of the respiratory system,1
Acute Asthma,ProblemsDim,Diseases and disorders of the respiratory system,1
Acute Bronchitis,ProblemsDim,Diseases and disorders of the respiratory system,1
Acute Chest Syndrome,ProblemsDim,Diseases and disorders of the respiratory system,1
Acute Chronic obstructive pulmonary disease (COPD),ProblemsDim,Diseases and disorders of the respiratory system,1
Acute Exacerbation of Chronic obstructive pulmonary disease (COPD),ProblemsDim,Diseases and disorders of the respiratory system,1
Acute interstitial pneumonia,ProblemsDim,Diseases and disorders of the respiratory system,1
Acute Respiratory Failure,ProblemsDim,Diseases and disorders of the respiratory system,1
Asbestosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Asthma,ProblemsDim,Diseases and disorders of the respiratory system,1
Asthma Assessment,ProblemsDim,Diseases and disorders of the respiratory system,1
Asthma Unspecified,ProblemsDim,Diseases and disorders of the respiratory system,1
Breathlessness,ProblemsDim,Diseases and disorders of the respiratory system,1
Bronchitis,ProblemsDim,Diseases and disorders of the respiratory system,1
Bronchitis Unspecified,ProblemsDim,Diseases and disorders of the respiratory system,1
Bronchospasm,ProblemsDim,Diseases and disorders of the respiratory system,1
Brucellosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Bronchitis,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Lung Disorders,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Obstructive Pulmonary Disease (COPD),ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Obstructive Pulmonary Disease (COPD) /  Dyspnea,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Obstructive Pulmonary Disease (COPD) / Asthma,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic obstructive pulmonary disease (COPD) Cough,ProblemsDim,Diseases and disorders of the respiratory system,1
"Chronic obstructive pulmonary disease (COPD), Emphysema Chronic Bronchitis",ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Obstructive Pulmonary Disease (COPD)/ Asthma/ Bronchitis,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Resp Fumes Vapors,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Respitory Condition Fumes Vapors,ProblemsDim,Diseases and disorders of the respiratory system,1
Chronic Sinusitis,ProblemsDim,Diseases and disorders of the respiratory system,1
Circulatory And Respiratory Disorders,ProblemsDim,Diseases and disorders of the respiratory system,1
Coccidioidomycosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Community Acquired Pneumonia,ProblemsDim,Diseases and disorders of the respiratory system,1
Cough,ProblemsDim,Diseases and disorders of the respiratory system,1
Coughing Wheezing,ProblemsDim,Diseases and disorders of the respiratory system,1
Cystic Fibrosis,ProblemsDim,Diseases and disorders of the respiratory system,1
"Deep Vein Thrombosis, Pulmonary Embolism",ProblemsDim,Diseases and disorders of the respiratory system,1
Dry Cough,ProblemsDim,Diseases and disorders of the respiratory system,1
Dyspnea,ProblemsDim,Diseases and disorders of the respiratory system,1
Dyspnea Cough Wheezing Cough,ProblemsDim,Diseases and disorders of the respiratory system,1
Emphysema,ProblemsDim,Diseases and disorders of the respiratory system,1
Hemoptysis,ProblemsDim,Diseases and disorders of the respiratory system,1
Hoarseness Sore Throat,ProblemsDim,Diseases and disorders of the respiratory system,1
Infectious Diseases,ProblemsDim,Diseases and disorders of the respiratory system,1
Intermittent Asthma,ProblemsDim,Diseases and disorders of the respiratory system,1
Interstitial Lung Disease,ProblemsDim,Diseases and disorders of the respiratory system,1
Larynx Edema,ProblemsDim,Diseases and disorders of the respiratory system,1
Latent Tuberculosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Lower Respiratory Tract Infection,ProblemsDim,Diseases and disorders of the respiratory system,1
Lung Infections,ProblemsDim,Diseases and disorders of the respiratory system,1
Lung Transplan,ProblemsDim,Diseases and disorders of the respiratory system,1
Lung_Diseases,ProblemsDim,Diseases and disorders of the respiratory system,1
Lung_Disorder,ProblemsDim,Diseases and disorders of the respiratory system,1
Lung_Fibrosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Lung_Transplant,ProblemsDim,Diseases and disorders of the respiratory system,1
Obstructive Chronic Bronchitis,ProblemsDim,Diseases and disorders of the respiratory system,1
Orthopnea,ProblemsDim,Diseases and disorders of the respiratory system,1
Oxygen_Dependence,ProblemsDim,Diseases and disorders of the respiratory system,1
Oxygen_Dependent,ProblemsDim,Diseases and disorders of the respiratory system,1
Persistent Asthma,ProblemsDim,Diseases and disorders of the respiratory system,1
Pleural Effusion,ProblemsDim,Diseases and disorders of the respiratory system,1
Pneumonia,ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary Edema,ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary Embolism,ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary Embolism (Pe) And Deep Vein Thrombosis (Dvt),ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary Fibrosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary Hemorrhage,ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary_edema,ProblemsDim,Diseases and disorders of the respiratory system,1
Pulmonary_Embolism,ProblemsDim,Diseases and disorders of the respiratory system,1
Rales,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory And Pulmonary Disease,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Arrest,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Complications,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Disease,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Distress,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Distress Syndrome (RDS),ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Failure,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Infections,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Signs,ProblemsDim,Diseases and disorders of the respiratory system,1
Respiratory Sypmtoms,ProblemsDim,Diseases and disorders of the respiratory system,1
Restrictive Lung Disease,ProblemsDim,Diseases and disorders of the respiratory system,1
Severe Asthma,ProblemsDim,Diseases and disorders of the respiratory system,1
Silicosis,ProblemsDim,Diseases and disorders of the respiratory system,1
"Simple Pneumonia, Respiratory Infections",ProblemsDim,Diseases and disorders of the respiratory system,1
Tachypnea,ProblemsDim,Diseases and disorders of the respiratory system,1
Tracheal Stricture,ProblemsDim,Diseases and disorders of the respiratory system,1
Tracheostomy,ProblemsDim,Diseases and disorders of the respiratory system,1
Tracheostomy status,ProblemsDim,Diseases and disorders of the respiratory system,1
Tuberculosis,ProblemsDim,Diseases and disorders of the respiratory system,1
Tuberculosis (TB),ProblemsDim,Diseases and disorders of the respiratory system,1
Tuberculosis Screening Test,ProblemsDim,Diseases and disorders of the respiratory system,1
Upper Respiratory Infection,ProblemsDim,Diseases and disorders of the respiratory system,1
Upper Respiratory Tract Infection,ProblemsDim,Diseases and disorders of the respiratory system,1
"Viral Pneumonia, Influenza",ProblemsDim,Diseases and disorders of the respiratory system,1
Wheezing,ProblemsDim,Diseases and disorders of the respiratory system,1
Diseases and disorders of the respiratory system / Diseases and disorders of the circulatory system,ProblemsDim,,0
Shock,ProblemsDim,Diseases and disorders of the respiratory system / Diseases and disorders of the circulatory system,1
"Diseases and disorders of the skin, subcutaneous tissue and breast",ProblemsDim,,0
Absence Of Left Breast,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Absence Of Right Breast,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Acanthosis Nigricans,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Acne,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Acne Vulgaris,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Acneiform Eruption,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Alopecia / Scalp Diseases,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Breast Examination,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Breast Feeding,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Bullous Blistering And Exfoliative Skin,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Cellulitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Cheilitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Dermatitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Dermatomyositis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Dry Skin,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Erythema,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Erythema Nodosum,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Exfoliative Dermatitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Folliculitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Foot Ulcer,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Genital Ulceration,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Hirsutism,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
History Of Bilateral Mastectomy,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Hyperpigmentation,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Hypertrichosis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Injection Site Infection,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Left Mastectomy,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Lip Ulcer,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Maculopapular Rashes,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Mammogram Screening,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Morphea,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Nail Discoloration,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Nail Diseases,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Necrotizing Fasciitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Palpable Breast mass,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Paronychia,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Pemphigus,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Petechiae,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Poikiloderma,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Pressure Ulcer,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Pruritic Rash,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Pruritus,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Psoriasis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Psoriasis / Autoimmune Disease,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Psoriasis_Vulgaris,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Pyoderma Gangrenosum (Pg),ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Rash,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Right Mastectomy,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Seborrhea,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Atrophy,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Blister,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Disorders,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Fissure,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Infection,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Lesion,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Loss,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Plaques,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Striae,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Skin Ulcer,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Stevens-Johnson Syndrome (Sjs),ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Toxic Epidermal Necrolysis (Ten),ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Ulcer,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Ulcerative Keratitis,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Unilateral Mastectomy,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Urticaria,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Wound Dehiscence,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
Xeroderma,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast",1
"Diseases and disorders of the skin, subcutaneous tissue and breast / Diseases and disorders of the digestive system",ProblemsDim,,0
Anthrax,ProblemsDim,"Diseases and disorders of the skin, subcutaneous tissue and breast / Diseases and disorders of the digestive system",1
"Endocrine, nutritional and metabolic diseases and disorders",ProblemsDim,,0
Hyperuricemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypoproteinemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Acidosis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Adrenal Cushing's Syndrome,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Adrenal Insufficiency/Adrenal Dysfunction,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
"Amyloidosis, Porphyria",ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Azotemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Carbohydrate Intake,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Chronic And Acute Health Conditions,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Decrease Appetite,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes And Its Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Angiopathy,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Coma,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Dermatitis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Gangrene Angiopathy,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Hyperglycemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Hyperosmolar Coma,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 1 Excluding Hypoglycemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Angiopathy,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Cataract,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Dermatitis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Hyperglycemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Hyperosmolar Coma,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Hyperosmolarity,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Hypoglycemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Macular Edema,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Nephropathy,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Excluding Skin Ulcer,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus 2 Without Retinopathy,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes Mellitus Type 1,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
