"sub_disease_name","section_name"
Respiratory Distress,ProblemsDim
Hyperperistalsis,ProblemsDim
Cerebral Hemorrhage,ProblemsDim
Jaw Pain,ProblemsDim
Post-Traumatic Amnesia (Pta),ProblemsDim
Musculoskeletal Pain,ProblemsDim
Dysesthesia,ProblemsDim
Liver Abscess,ProblemsDim
Polyuria,ProblemsDim
Slurred Speech,ProblemsDim
Anaphylactic Reaction To Ipv Vaccine,ProblemsDim
Allergy To Tamoxifen And Aromatase Inhibitor Therapy,ProblemsDim
Sulfonamides,PatientMedicationDim
Immunosuppressants,PatientMedicationDim
Pitting Edema,ProblemsDim
Vitreous Opacities,ProblemsDim
Ace Inhibitor-Induced Renal Failure,ProblemsDim
Edema,ProblemsDim
Immune globulins,PatientMedicationDim
RhoDIg,PatientMedicationDim
Ibuprofen,PatientMedicationDim
Tricyclic Antidepressants,PatientMedicationDim
Liver transplant,ProceduresDim
Gallbladder surgery,ProceduresDim
Kidney surgery,ProceduresDim
Urological Surgery,ProceduresDim
Kidney transplant,ProceduresDim
Gynecological Surgery,ProceduresDim
Vaginal hysterectomy,ProceduresDim
Prostate surgery,ProceduresDim
Ovarian surgery,ProceduresDim
Cesarean section,ProceduresDim
Abdominal hysterectomy,ProceduresDim
Thyroid and/or parathyroid surgery,ProceduresDim
Craniotomy,ProceduresDim
Ventricular shunt,ProceduresDim
Breathlessness,ProblemsDim
Pain Of The Sternum,ProblemsDim
Hypertrichosis,ProblemsDim
Psoriasis_Vulgaris,ProblemsDim
Skin Striae,ProblemsDim
Sacroiliitis,ProblemsDim
Complications Of Pregnancy,ProblemsDim
Obstetric Trauma,ProblemsDim
Shock Following Terminated Pregnancy,ProblemsDim
Pancreatic And Gland Disorders,ProblemsDim
Gland Disorders,ProblemsDim
Hyperparathyroidism,ProblemsDim
Hypothalamic-Pituitary-Adrenal (Hpa) Axis Suppression,ProblemsDim
Polycystic Ovaries,ProblemsDim
Malnutrition,ProblemsDim
Hypocalcemia,ProblemsDim
BMI,ProblemsDim
Morbid Obesity,ProblemsDim
Metabolic Disorder,ProblemsDim
Metabolic Disorders,ProblemsDim
"Lipidoses, Glycogenosis",ProblemsDim
Neurodegenerative Disorder,ProblemsDim
Neurological Disorder,ProblemsDim
Mucopolysaccharidosis,ProblemsDim
Hypoproteinemia,ProblemsDim
Chromosomal Anomalies,ProblemsDim
Hypophosphatemia,ProblemsDim
Tumor Lysis Syndrome (Tls),ProblemsDim
Degenerative Neurological Disorder,ProblemsDim
Delirium And Other Psychoses,ProblemsDim
Severe Dementia,ProblemsDim
Neurodegenerative Disease,ProblemsDim
Psychotic Complications Of Substance Abuse,ProblemsDim
Alcohol Use Complications,ProblemsDim
Contraindications To Use Of Beta-Blockers In Benign Prostatic Hyperplasia (Bph),ProblemsDim
Genital Ulceration,ProblemsDim
Persistent Asthma,ProblemsDim
Supraventricular Disease,ProblemsDim
Supraventricular Tachycardia,ProblemsDim
Shock/Cardiac Arrest,ProblemsDim
Myocarditis,ProblemsDim
Cardiomegaly,ProblemsDim
Estrogens/Progestins,PatientMedicationDim
Calcium Supplements,PatientMedicationDim
Multivitamins and Supplements,PatientMedicationDim
Mood Stabilizers,PatientMedicationDim
Folic Acid,PatientMedicationDim
Rapid Acting Insulin,PatientMedicationDim
Iron,PatientMedicationDim
Antithrombotics,PatientMedicationDim
Thrombolytics,PatientMedicationDim
Anticholinergics,PatientMedicationDim
Vasopressors,PatientMedicationDim
Sulindac,PatientMedicationDim
Thyroid Drugs,PatientMedicationDim
Thyroxine,PatientMedicationDim
Aspirin,PatientMedicationDim
Alkylating Agents,PatientMedicationDim
Cyclophosphamide,PatientMedicationDim
Methotrexate,PatientMedicationDim
Mercaptopurine,PatientMedicationDim
Aromatase Inhibitors,PatientMedicationDim
Tamoxifen,PatientMedicationDim
Naproxen,PatientMedicationDim
Antituberculars,PatientMedicationDim
Hepatitis B Vaccine,PatientMedicationDim
Progestins,PatientMedicationDim
Ascorbic Acid,PatientMedicationDim
Intralesional Corticosteroids,PatientMedicationDim
Dapsone and pyrimethamine,PatientMedicationDim
Prednisone,PatientMedicationDim
Analgesics,PatientMedicationDim
Skeletal Muscle Relaxants,PatientMedicationDim
Capecitabine,PatientMedicationDim
Indomethacin,PatientMedicationDim
Entecavir,PatientMedicationDim
Fibromyalgia,ProblemsDim
Renal Artery Atherosclerosis,ProblemsDim
Diminished Emotions,ProblemsDim
Burning Sensation Of The Eyes,ProblemsDim
Cardioselective beta blockers,PatientMedicationDim
Septicemia,ProblemsDim
"Septicemia, Sepsis, Sris",ProblemsDim
Drug Use Disorders,ProblemsDim
Neonatal Disorder,ProblemsDim
Newborn,ProblemsDim
Newborn Weight,ProblemsDim
Nontraumatic Subarachnoid Hemorrhage,ProblemsDim
Subarachnoid And Extradural Hemorrhages,ProblemsDim
Spinal Injuries,ProblemsDim
Cardiac Shock,ProblemsDim
Diseases and disorders of the respiratory system / Diseases and disorders of the circulatory system,ProblemsDim
Shock,ProblemsDim
Tachypnea,ProblemsDim
Lung Infections,ProblemsDim
Pulmonary Hemorrhage,ProblemsDim
Respiratory Arrest,ProblemsDim
Heart Disease,ProblemsDim
Opportunistic Infection,ProblemsDim
Mouth Candidiasis,ProblemsDim
HIV/Aids,ProblemsDim
Chronic Liver Failure,ProblemsDim
Peritonitis Perforation,ProblemsDim
Cirrhosis,ProblemsDim
Brain Damage,ProblemsDim
Community Acquired Pneumonia,ProblemsDim
Burns,ProblemsDim
Diseases and disorders of the kidney and urinary tract / Diseases and disorders of the male reproductive system / Diseases and disorders of the female reproductive system,ProblemsDim
Diseases and disorders of the hepatobiliary system and pancreas / Diseases and disorders of the kidney and urinary tract,ProblemsDim
Diseases and disorders of the musculoskeletal system and connective tissue / Diseases and disorders of the nervous system,ProblemsDim
Anomaly Of Central Nervous System,ProblemsDim
Spinal Cord Disorders,ProblemsDim
Hydrocephalus,ProblemsDim
Truncus Arteriosus,ProblemsDim
Heart Disorders,ProblemsDim
Ventricular Septal Defect,ProblemsDim
Tetrology Fallot,ProblemsDim
"Congestive Heart Failure, Valve Disease",ProblemsDim
Valve Disease,ProblemsDim
Interruption Of Aortic Arch,ProblemsDim
Steroid-Induced Diabetes Mellitus,ProblemsDim
Arteriovenous Malformations,ProblemsDim
Cleft Palate,ProblemsDim
Congenital Anomalies,ProblemsDim
Intestinal Obstruction,ProblemsDim
Solitary Kidney Disease,ProblemsDim
Congenital Disorders,ProblemsDim
Bilateral Amputation,ProblemsDim
Lower Limb Amputation,ProblemsDim
Osteodystrophies,ProblemsDim
Skin Burn (Major),ProblemsDim
Pemphigus,ProblemsDim
Nail Diseases,ProblemsDim
Autosomal Deletion Syndrome,ProblemsDim
Circulatory And Respiratory Disorders,ProblemsDim
Mild Substance Use,ProblemsDim
Drug Use Complication,ProblemsDim
Bleeding Heparin,ProblemsDim
Cognitive Decline,ProblemsDim
Immune Thrombocytopenic Purpura (Itp),ProblemsDim
Relaxation And Sleep Therapy,ProblemsDim
Ulcerative Esophagitis,ProblemsDim
Overeating,ProblemsDim
Mitomycin,PatientMedicationDim
Cytarabine,PatientMedicationDim
Hydroxyurea,PatientMedicationDim
Erythropoiesis-Stimulating Agents (ESAs),PatientMedicationDim
Erythropoietin,PatientMedicationDim
Riomet,PatientMedicationDim
Isotretinoin,PatientMedicationDim
Tolmetin,PatientMedicationDim
Alpha adrenergic receptor agonists,PatientMedicationDim
Alpha-2 Adrenergic Receptor Antagonists,PatientMedicationDim
Oxaliplatin,PatientMedicationDim
Calcineurin Inhibitors,PatientMedicationDim
Cyclosporine,PatientMedicationDim
Influenza Vaccine,PatientMedicationDim
Antidotes,PatientMedicationDim
Leucovorin,PatientMedicationDim
Nasal Steroids,PatientMedicationDim
Loop Diuretics,PatientMedicationDim
Chelating Agents,PatientMedicationDim
Chronic obstructive pulmonary disease (COPD) Cough,ProblemsDim
Respiratory Sypmtoms,ProblemsDim
Orthopnea,ProblemsDim
Oxygen_Dependence,ProblemsDim
Nutritional Intake Barrier,ProblemsDim
Oropharyngeal Symptoms,ProblemsDim
Functional Impairment,ProblemsDim
Bowel Incontinence,ProblemsDim
Hepatomegaly,ProblemsDim
"Hepatomegaly, Splenomegaly",ProblemsDim
Diarrhea,ProblemsDim
Skin Disorders,ProblemsDim
Hypoesthesia,ProblemsDim
Maculopapular Rashes,ProblemsDim
Pallor,ProblemsDim
Gait Disturbance,ProblemsDim
Muscoskeletal Disorders,ProblemsDim
Muscle Pain And Cramp,ProblemsDim
Spasticity And Neck Pain,ProblemsDim
Fasciculation,ProblemsDim
Urogenital Disorders,ProblemsDim
Urinary Hesitancy,ProblemsDim
Unconsciousness,ProblemsDim
"Coma, Anorexic Damage",ProblemsDim
Persistent Vegetative State,ProblemsDim
Minimal Conscience,ProblemsDim
Dysgeusia,ProblemsDim
Hallucination,ProblemsDim
Agitation,ProblemsDim
"Depression, Paranoid Disorder",ProblemsDim
Dysarthria,ProblemsDim
Voice Disorder,ProblemsDim
Infections,ProblemsDim
Fatigue,ProblemsDim
Quadriplegia,ProblemsDim
Syncope,ProblemsDim
"Seizures, Convulsions",ProblemsDim
Cardiorespiratory Arrest,ProblemsDim
Emaciation,ProblemsDim
Xerostomia,ProblemsDim
Abnormal Electrocardiogram,ProblemsDim
Elevated Carcinoembryonic Antigen,ProblemsDim
Infectious Disease And Sexually Transmitted Diseases,ProblemsDim
Minor Blunt Head Trauma,ProblemsDim
Acute Brain Spinal Injury,ProblemsDim
Head Injury,ProblemsDim
Vertebral Fractures Without Spinal Cord Injury,ProblemsDim
Corneal Erosion/Corneal Abrasion/Corneal Ulcer,ProblemsDim
Delusional Disorder,ProblemsDim
Reactive Unspecified Psychosis,ProblemsDim
Uncontrolled Diabetes,ProblemsDim
Benign Prostatic Hyperplasia (Bph),ProblemsDim
Hypersensitivity Angiitis,ProblemsDim
Enlarged Prostate Gland,ProblemsDim
Tenofovir,PatientMedicationDim
Doxorubicin,PatientMedicationDim
Interferons,PatientMedicationDim
Peginterferon alfa-2a,PatientMedicationDim
Vincristine,PatientMedicationDim
Antifungals,PatientMedicationDim
Aspergillosis treatment,PatientMedicationDim
Candidiasis treatment,PatientMedicationDim
Electrolytes,PatientMedicationDim
IV Fluids,PatientMedicationDim
Meclofenamate,PatientMedicationDim
Patient Discharge Procedures,ProceduresDim
Limb Ischemia,ProblemsDim
Postherpetic Neuralgia,ProblemsDim
Cardiac Defibrillator,ProblemsDim
Unilateral Mastectomy,ProblemsDim
Gynecological Examination,ProblemsDim
Traumatic Hemotympanum,ProblemsDim
Trauma-Related Neck Pain,ProblemsDim
Fracture Of Hip And Spine,ProblemsDim
Vertebra Fracture,ProblemsDim
Stress Disorder,ProblemsDim
Anorexia Bulimia,ProblemsDim
Phlebitis,ProblemsDim
Thrombophlebitis,ProblemsDim
Spinal Fusion,ProblemsDim
Deep Vein Thrombosis,ProblemsDim
Gastritis,ProblemsDim
End Stage Liver Disease,ProblemsDim
Aasopharyngitis,ProblemsDim
Acute Nasopharyngitis,ProblemsDim
Nasopharyngitis,ProblemsDim
Lower Extremity Effusion,ProblemsDim
End Stage Renal Disease,ProblemsDim
Respiratory Distress Syndrome (RDS),ProblemsDim
Major Joint Lower Extremity,ProblemsDim
Rhinitis,ProblemsDim
Larynx Edema,ProblemsDim
"Hip And Femur Bone, Excluding Major Joint-Related Concerns",ProblemsDim
Major Joint Upper Extremity,ProblemsDim
"Chronic obstructive pulmonary disease (COPD), Emphysema Chronic Bronchitis",ProblemsDim
Benzodiazepines,PatientMedicationDim
Vasodilators,PatientMedicationDim
Lorcaserin,PatientMedicationDim
Mitotic Inhibitors,PatientMedicationDim
Bosutinib,PatientMedicationDim
Herbal Products,PatientMedicationDim
Antimigraine Agents,PatientMedicationDim
TRIPTAN,PatientMedicationDim
Beta2 Agonist,PatientMedicationDim
Long Acting Inhaled Beta2 Agonist,PatientMedicationDim
Anagrelide,PatientMedicationDim
Nelarabine,PatientMedicationDim
Coronary Artery Bypass Grafting,ProblemsDim
Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
Orlistat,PatientMedicationDim
Peripherally acting antiobesity agents,PatientMedicationDim
Potassium Channel Blockers,PatientMedicationDim
Cervical Spinal Lesion,ProblemsDim
Chest Trauma,ProblemsDim
Autistic Disorder,ProblemsDim
Neurodevelopmental Disorder,ProblemsDim
Cns Infection,ProblemsDim
Infection Of Central Nervous System,ProblemsDim
"Parkinson , Huntington Disease",ProblemsDim
Amyotrophic Lateral Sclerosis,ProblemsDim
Sequelae After Cerebrovascular Accident,ProblemsDim
Amputation Of Limb,ProblemsDim
Amputation System,ProblemsDim
Lumbosacral Radiculopathy,ProblemsDim
Neuromuscular Disorder,ProblemsDim
Cerebral Infarction And Occlusion/Stenosis Of The Vertebral Artery,ProblemsDim
Cholinergic Crisis,ProblemsDim
Muscular Dystrophy,ProblemsDim
Ponatinib,PatientMedicationDim
Arsenic Trioxide,PatientMedicationDim
Long Acting Insulin,PatientMedicationDim
Pneumocystis Jiroveci,PatientMedicationDim
Serotonin-norepinephrine Reuptake Inhibitors,PatientMedicationDim
Acute Asthma,ProblemsDim
Acute Chronic obstructive pulmonary disease (COPD),ProblemsDim
Acidosis,ProblemsDim
Lung_Fibrosis,ProblemsDim
Gastrointestinal Perforation,ProblemsDim
Necrotizing Fasciitis,ProblemsDim
Paralytic Ileus,ProblemsDim
Chronic Respitory Condition Fumes Vapors,ProblemsDim
Neuritis,ProblemsDim
Tracheostomy,ProblemsDim
Oral Mucosal System,ProblemsDim
Cheilitis,ProblemsDim
Esophagus Stomach Duodenum,ProblemsDim
"Fracture Of Femur, Hip And Pelvis",ProblemsDim
Gastrostomy,ProblemsDim
Crizotinib,PatientMedicationDim
Multikinase inhibitors,PatientMedicationDim
Dorsal Spinal Lesion,ProblemsDim
Cerebral Palsy,ProblemsDim
Hemiplegia,ProblemsDim
Hemiplegia Hemiparesis,ProblemsDim
Monoplegia,ProblemsDim
Monoplegia Paralytic Syndromes,ProblemsDim
Anoxic Brain Damage / Ischemic Brain Injury / Anoxic Encephalopathy,ProblemsDim
Eye Disorder,ProblemsDim
Keratitis,ProblemsDim
Macular Degeneration,ProblemsDim
Exudative Macular Degeneration,ProblemsDim
Vitreous Detachment,ProblemsDim
Cladribine,PatientMedicationDim
Lamivudine,PatientMedicationDim
Anti Infectives,PatientMedicationDim
Gastric Procedure Complication,ProblemsDim
Peritoneal Dialysis,ProblemsDim
Small intestinal bacterial overgrowth (SIBO),ProblemsDim
Wheezing,ProblemsDim
Rectal Pain,ProblemsDim
Colostomy,ProblemsDim
"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",ProblemsDim
Cirrhosis of Liver,ProblemsDim
Hepatic,ProblemsDim
Cholelithiasis,ProblemsDim
Bacteremia,ProblemsDim
Chronic Pancreatitis,ProblemsDim
Hemorrhagic Diarrhea,ProblemsDim
Hep B Vaccine,PatientMedicationDim
Ketoprofen,PatientMedicationDim
Zituvimet,PatientMedicationDim
Rhabdomyolysis,ProblemsDim
Myelodysplasia,ProblemsDim
Cyclosporiasis,ProblemsDim
Fracture And Dislocation Of Hip,ProblemsDim
Pelvic Fracture,ProblemsDim
Bullous Blistering And Exfoliative Skin,ProblemsDim
"Congestive Heart Failure, Chronic Obstructive Pulmonary Disease",ProblemsDim
Coronary Heart Failure,ProblemsDim
Chronic Kidney Disease 5,ProblemsDim
Kidney Renal Failure,ProblemsDim
Unstable Angina,ProblemsDim
Acute Myocardial Infarction / Circulatory System,ProblemsDim
Urolithiasis,ProblemsDim
Lip Ulcer,ProblemsDim
Colitis,ProblemsDim
Gingivitis,ProblemsDim
Hemoptysis,ProblemsDim
Priapism,ProblemsDim
Palpable Breast mass,ProblemsDim
Hysterectomy,ProblemsDim
Vaginal Hemorrhage,ProblemsDim
Irregular Menstruation,ProblemsDim
Non-Live Births / Complications Of Pregnancy Termination,ProblemsDim
Neomycin,PatientMedicationDim
Pacemaker/,ProblemsDim
Gestational Diabetes Mellitus (Gdm) Or Steroid-Induced Diabetes,ProblemsDim
Type1 Diabetes Mellitus without Renal Complications,ProblemsDim
Diabetes With Renal Manifestations,ProblemsDim
"Deep Vein Thrombosis, Pulmonary Embolism",ProblemsDim
Respiratory And Pulmonary System,ProblemsDim
Lung_Diseases,ProblemsDim
Arrythmia,ProblemsDim
Heart Arrythmias,ProblemsDim
Abortion Complicated By Shock,ProblemsDim
Shock Complications In Obstetrics And Gynecology,ProblemsDim
Embolism In Obstetrics And Gynecology,ProblemsDim
Pruritic Rash,ProblemsDim
Intercranial Hemorrhage,ProblemsDim
5-Alpha-Reductase Inhibitors,PatientMedicationDim
Fluorouracil,PatientMedicationDim
Valvular Heart Disease / Cardiovascular Disease,ProblemsDim
Thrombolic Event,ProblemsDim
Arthralgia,ProblemsDim
Amputation Complication,ProblemsDim
Traumatic Amputations,ProblemsDim
Pegaspargase,PatientMedicationDim
Intermediate Acting Insulin,PatientMedicationDim
Opthalmic Steroids,PatientMedicationDim
Ppc (Perinatal Periods Of Care) Live Births,ProblemsDim
Circulatory System Disorders,ProblemsDim
Capecitabine/Oxaliplatin,PatientMedicationDim
Angiopathy,ProblemsDim
Capillary Leak Syndrome,ProblemsDim
Selective Serotonin Reuptake Inhibitors,PatientMedicationDim
HiB Vaccine,PatientMedicationDim
Imatinib,PatientMedicationDim
Pregnancy Circumstances And Planning,ProblemsDim
Varied Pregnancy Presentations,ProblemsDim
Coagulation Disorder/ Bleeding Disorders,ProblemsDim
Pregnancy Complication,ProblemsDim
Pregnancy Diagnosis,ProblemsDim
Pregnancy-Related Complications/Live Birth,ProblemsDim
Autoimmune hemolytic anemia,ProblemsDim
Allergy and Intolerance to Medication,ProblemsDim
Nutritional Anemia,ProblemsDim
Primigravida,ProblemsDim
Acquired Hemolytic Anemia,ProblemsDim
Simple pneumonia and respiratory infections,ProblemsDim
Sickle-cell anaemia,ProblemsDim
COPD and bronchitis/asthma,ProblemsDim
Cardiac valve,ProblemsDim
Coronary artery bypass graft,ProblemsDim
Repaglinide,PatientMedicationDim
Tendon Rupture,ProblemsDim
Esophageal Varices,ProblemsDim
"Hemorrhage, Acute Ulcer",ProblemsDim
Intolerance To Ace Inhibitors (Angiotensin-Converting Enzyme Inhibitors) And Arbs (Angiotensin II Receptor Blockers),ProblemsDim
Intolerance To Ace Inhibitors Or Arbs (Angiotensin Receptor Blockers),ProblemsDim
Respiratory Infections,ProblemsDim
Sore Throat,ProblemsDim
"Viral Pneumonia, Influenza",ProblemsDim
COVID19 CONFIRM CASE,ProblemsDim
COVID19 Respiratory Illness,ProblemsDim
Tracheal Stricture,ProblemsDim
Bronchitis Unspecified,ProblemsDim
Severe Asthma,ProblemsDim
Short Acting Insulin,PatientMedicationDim
Oxaprozin,PatientMedicationDim
Pacemaker,ProblemsDim
Percutaneous coronary intervention,ProblemsDim
Autoimmune Thrombocytopenia/ITP,ProblemsDim
Endovascular cardiac valve replacement,ProblemsDim
Diseases and disorders of the GI system,ProblemsDim
Major bowel procedure,ProblemsDim
"Disorder of liver except malignancy, cirrhosis or alcoholic hepatitis",ProblemsDim
Double joint replacement of the lower extremity,ProblemsDim
Major joint replacement of the lower extremity,ProblemsDim
Hip and femur procedures except major joint,ProblemsDim
"Lower extremity and humerus procedure except hip, foot, femur",ProblemsDim
Back and neck except spinal fusion,ProblemsDim
Fractures femur and hip/pelvis,ProblemsDim
Prenatal Bundled Services,ProblemsDim
Intolerance,AllergyDim
Intolerance to ACE inhibitor or ARB inhibitor,AllergyDim
Intolerance to Medication,AllergyDim
Allergies And Adverse Reactions,AllergyDim
Egg Substance Allergy,AllergyDim
Food Allergy,AllergyDim
Intolerance Tamoxifen Aromatase Therapy,AllergyDim
Intolerance to Leucovorin,AllergyDim
Allergy to ARB Inhibitor,AllergyDim
Allergy to Medication,AllergyDim
Intolerance to Beta Blocker Therapy,AllergyDim
Allergy to Eggs,AllergyDim
Allergy to IUD,AllergyDim
Medical Equipment Allergy,AllergyDim
Intolerance to Capecitabine,AllergyDim
Allergy to MMR Vaccine,AllergyDim
Vaccine Allergy,AllergyDim
Intolerance to Fluorouracil,AllergyDim
Intolerance to Antineoplastic Therapy,AllergyDim
Allergy to Tamoxifen Aromatase Inhibitor Therapy,AllergyDim
Allergies And Intolerance,AllergyDim
Allergy and Intolerance to Beta_Blocker,AllergyDim
Allergy and Intolerance to Medication,AllergyDim
Allergy to Streptomycin,AllergyDim
Allergy to Neomycin,AllergyDim
Allergy to PolymyxinB,AllergyDim
Allergy to Varicella Zoster Vaccine,AllergyDim
Intolerance to Influenza Vaccine,AllergyDim
Vaccine Intolerance,AllergyDim
Allergy to Pneumococcal Vaccine,AllergyDim
Allergy to Anti Neoplastic Therapy,AllergyDim
Allergy to Beta Blocker Therapy,AllergyDim
Allergy to Streptomycin/Neomycin/PolymyxinB,AllergyDim
Allergy to Flu Vaccine/Neomycin,AllergyDim
Vaccine/Meds Allergy,AllergyDim
Allergy to Influenza Vaccine,AllergyDim
Allergy to ACE Inhibitor and ARB,AllergyDim
Intolerance to Oxaliplatin,AllergyDim
Intolerance to Warfarin Therapy,AllergyDim
Hypertonic Medications,PatientMedicationDim
Sodium Opthalmic Solution,PatientMedicationDim
Varicella Zoster Vaccine,PatientMedicationDim
Rubella Vaccine,PatientMedicationDim
IPV Vaccine,PatientMedicationDim
Hep A Vaccine,PatientMedicationDim
Mumps Vaccine,PatientMedicationDim
Current Smoker Tobacco User,SocialHistoryDim
Social History,SocialHistoryDim
Tabaco/Alcohal use,SocialHistoryDim
Asthma Unspecified,ProblemsDim
Tracheostomy status,ProblemsDim
Respiratory Complications,ProblemsDim
Oral Health Conditions,ProblemsDim
Upper Gastrointestinal Bleeding,ProblemsDim
Esophageal,ProblemsDim
Intestinal Obstruction Perforation,ProblemsDim
Biliary Disease,ProblemsDim
Chronic_Hepatitis,ProblemsDim
Portal Hypertension,ProblemsDim
Hepatorenal Syndrome,ProblemsDim
Paronychia,ProblemsDim
Photosensitivity,ProblemsDim
Stevens-Johnson Syndrome (Sjs),ProblemsDim
Toxic Epidermal Necrolysis (Ten),ProblemsDim
Kidney Transplantation,ProblemsDim
Pancreatitis,ProblemsDim
Eyelid Edema,ProblemsDim
Bariatric surgery,ProblemsDim
Pregnancy Related Conditions,ProblemsDim
Pregnancy-Related Complications,ProblemsDim
Preterm Premature Rupture Of Membranes (Pprom) Complicated Deliveries/Miscarriage,ProblemsDim
Preterm Premature Rupture Of Membranes (Pprom) Complicated Deliveries,ProblemsDim
Encounter,EncountersDim
Inpatient Encounter,EncountersDim
Non acute Inpatient Encounter,EncountersDim
Acute Inpatient Encounter,EncountersDim
Acute Inpatient or ED Encounter,EncountersDim
Acute Inpatient or ED Visit,EncountersDim
Acute Inpatient or Outpatient Encounter,EncountersDim
Acute or Non-acute Inpatient Encounter,EncountersDim
Non acute Inpatient or Outpatient Encounter,EncountersDim
Outpatient Visits,EncountersDim
Home Health/ Outpatient Visits,EncountersDim
Emergency Department Visit,EncountersDim
AWV,EncountersDim
Psychotherapy/Home Health Visits/Office Visits/AWV,EncountersDim
Depression Screening/ Annual Wellness Visits,EncountersDim
Inpatient or Observation Encounter,EncountersDim
Inpatient Visit or ED Visit,EncountersDim
Inpatient or Emergency Encounter,EncountersDim
Inpatient Discharge Services,EncountersDim
IPPE Visit,EncountersDim
Piroxicam,PatientMedicationDim
Blood Pressure,VitalSignDim
Systolic Blood Pressure,VitalSignDim
Vital Signs,VitalSignDim
Diastolic Blood Pressure,VitalSignDim
Head Circumference,VitalSignDim
Pulse Oximetry,VitalSignDim
Height,VitalSignDim
BMI,VitalSignDim
Temperature,VitalSignDim
Skin Burn,ProblemsDim
Psoriasis,ProblemsDim
Psoriasis / Autoimmune Disease,ProblemsDim
Autoimmune Disease,ProblemsDim
Rheumatoid Arthritis And Inflammatory Connective Tissue Disease,ProblemsDim
Lichen Planus,ProblemsDim
Nail Discoloration,ProblemsDim
Acne Vulgaris,ProblemsDim
Poikiloderma,ProblemsDim
Skin Loss,ProblemsDim
Morphea,ProblemsDim
Diclofenac,PatientMedicationDim
Skin Fissure,ProblemsDim
Skin Lesion,ProblemsDim
Adolescents Immunization,ImmunizationDim
Adults Immunization,ImmunizationDim
COVID-19,ImmunizationDim
COVID-19 vaccine,ImmunizationDim
Combination Vaccines:,ImmunizationDim
DTaP,ImmunizationDim
HPV (Human Papillomavirus),ImmunizationDim
HPV vaccine.,ImmunizationDim
Hepatitis A,ImmunizationDim
Hepatitis B,ImmunizationDim
Hepatitis B vaccine.,ImmunizationDim
Immunization/ Vaccine,ImmunizationDim
Immunocompromised Individuals Vaccines,ImmunizationDim
Influenza vaccine,ImmunizationDim
Meningococcal vaccine.,ImmunizationDim
Meningococcal vaccines,ImmunizationDim
Mumps,ImmunizationDim
Pneumococcal Vaccines,ImmunizationDim
Pneumococcal vaccine.,ImmunizationDim
Pregnant Women Vaccines / Vaccine during pregnancy,ImmunizationDim
Td,ImmunizationDim
TdaP,ImmunizationDim
Tetanus,ImmunizationDim
Toxoid Vaccine,ImmunizationDim
Travel Vaccines:,ImmunizationDim
VZV,ImmunizationDim
HepB (hepatitis B),ImmunizationDim
MMR,ImmunizationDim
IPV,ImmunizationDim
PCV (pneumococcal conjugate),ImmunizationDim
HiB (haemophilus influenza type B),ImmunizationDim
HepA (hepatitis A),ImmunizationDim
DTaP_DT,ImmunizationDim
Rotavirus,ImmunizationDim
VZV (chicken pox),ImmunizationDim
Measles and Rubella,ImmunizationDim
Measles,ImmunizationDim
Rubella,ImmunizationDim
Sodium Channel Blockers,PatientMedicationDim
Cytarabine Liposome,PatientMedicationDim
Coverage,PatientPayerDim
Medicare/Medicaid,PatientPayerDim
Medicare/Medicaid/Commercial,PatientPayerDim
Commercial Insurance,PatientPayerDim
"Infection Of Bone, Joint And Muscle",ProblemsDim
Osteonecrosis,ProblemsDim
Arthritis/ Arthropathy,ProblemsDim
Intolerance To Warfarin Therapy,ProblemsDim
Anaphylactic Shocks,ProblemsDim
HHS,ProblemsDim
HHS 3,ProblemsDim
HHS 135,ProblemsDim
HCC v24,ProblemsDim
HCC v24_ 115,ProblemsDim
HCC v24_ 39,ProblemsDim
HCC v28,ProblemsDim
HCC v28_ 92,ProblemsDim
HHS 55,ProblemsDim
HCC v24_ 2,ProblemsDim
HCC v28_ 2,ProblemsDim
HHS 2,ProblemsDim
HHS 35.1,ProblemsDim
HCC v28_ 283,ProblemsDim
HHS 163,ProblemsDim
HCC v24_ 6,ProblemsDim
HCC v28_ 6,ProblemsDim
HHS 6,ProblemsDim
HCC v24_ 85,ProblemsDim
HCC v28_ 227,ProblemsDim
HHS 130,ProblemsDim
Polymyxin,PatientMedicationDim
HIV (Type 2),ProblemsDim
Muscle Atrophy And Neck Pain,ProblemsDim
HCC v24_ 23,ProblemsDim
HHS 30,ProblemsDim
HCC v24_ 106,ProblemsDim
HCC v28_ 263,ProblemsDim
HHS 153,ProblemsDim
HCC v24_ 114,ProblemsDim
HCC v28_ 282,ProblemsDim
HHS 149,ProblemsDim
HCC v24_ 33,ProblemsDim
HCC v28_ 78,ProblemsDim
HHS 42,ProblemsDim
HCC v24_ 52,ProblemsDim
HCC v28_ 127,ProblemsDim
HHS 4,ProblemsDim
HCC v24_ 72,ProblemsDim
HCC v28_ 182,ProblemsDim
HHS 110,ProblemsDim
HCC v24_ 29,ProblemsDim
HCC v28_ 65,ProblemsDim
HHS 37.2,ProblemsDim
HHS 37.1,ProblemsDim
HCC v24_ 1,ProblemsDim
HCC v28_ 1,ProblemsDim
HHS 1,ProblemsDim
HHS 47,ProblemsDim
HCC v24_ 112,ProblemsDim
HCC v28_ 280,ProblemsDim
HHS 162,ProblemsDim
